Age,Gender,Daily_Steps,Resting_Heart_Rate,Active_Heart_Rate,Hours_of_Sleep,Daily_Calorie_Intake,Stress_Level,Sleep_Quality,Daily_Activity_Type,Mood
18.0,Female,6484.0,77.0,130.0,8.6,3560.0,7.0,60.0,Moderate,Neutral
28.0,Female,6908.0,65.0,111.0,8.6,3498.0,0.0,100.0,Intense,Happy
44.0,Male,5199.0,64.0,115.0,9.1,3054.0,5.0,67.0,Moderate,Happy
19.0,Female,5105.0,69.0,117.0,8.2,2963.0,6.0,65.0,Moderate,Neutral
38.0,Male,12037.0,51.0,121.0,6.8,4000.0,5.0,77.0,Intense,Happy
18.0,Male,2789.0,63.0,116.0,7.8,2293.0,7.0,73.0,Moderate,Neutral
40.0,Male,5827.0,67.0,129.0,6.4,3220.0,9.0,50.0,Moderate,Neutral
34.0,Male,9863.0,60.0,136.0,6.6,4000.0,5.0,76.0,Sedentary,Sad
18.0,Other,6327.0,64.0,128.0,7.4,3282.0,8.0,58.0,Sedentary,Happy
48.0,Female,9201.0,78.0,123.0,4.4,4000.0,0.0,98.0,Sedentary,Sad
26.0,Female,6795.0,58.0,115.0,8.6,3656.0,3.0,88.0,Sedentary,Neutral
25.0,Female,9312.0,71.0,80.0,6.1,4000.0,10.0,54.0,Intense,Happy
37.0,Female,4886.0,59.0,130.0,4.9,3004.0,2.0,86.0,Moderate,Neutral
48.0,Female,2424.0,65.0,109.0,6.5,2214.0,6.0,67.0,Moderate,Neutral
22.0,Female,6796.0,69.0,112.0,8.4,3593.0,6.0,69.0,Moderate,Neutral
35.0,Male,2635.0,71.0,111.0,6.9,2330.0,7.0,67.0,Sedentary,Happy
40.0,Male,7799.0,67.0,124.0,4.5,3784.0,5.0,72.0,Moderate,Sad
43.0,Female,4589.0,70.0,136.0,9.7,2852.0,4.0,72.0,Intense,Happy
37.0,Other,4625.0,63.0,109.0,6.5,2751.0,0.0,95.0,Sedentary,Neutral
30.0,Female,12416.0,61.0,96.0,4.8,4000.0,6.0,64.0,Sedentary,Neutral
25.0,Female,8821.0,73.0,125.0,5.5,4000.0,6.0,70.0,Sedentary,Sad
36.0,Female,3391.0,50.0,102.0,4.3,2504.0,5.0,79.0,Intense,Happy
22.0,Female,7855.0,61.0,113.0,8.2,3897.0,6.0,69.0,Moderate,Happy
18.0,Female,7571.0,63.0,106.0,5.2,3934.0,1.0,89.0,,Sad
40.0,Male,1794.0,66.0,120.0,5.4,2006.0,3.0,82.0,Sedentary,Neutral
45.0,Male,,72.0,126.0,10.9,4000.0,7.0,63.0,Intense,
18.0,Female,10858.0,66.0,128.0,6.4,4000.0,2.0,85.0,Moderate,Neutral
22.0,Male,6731.0,63.0,116.0,6.2,3388.0,8.0,61.0,Sedentary,Happy
42.0,Male,7123.0,71.0,141.0,7.6,3790.0,4.0,90.0,Sedentary,Happy
59.0,Female,6328.0,67.0,107.0,4.0,3368.0,10.0,,Sedentary,Neutral
35.0,Male,9156.0,66.0,101.0,8.9,,5.0,79.0,Moderate,Happy
26.0,Female,7251.0,77.0,104.0,6.6,3712.0,2.0,87.0,Moderate,Sad
32.0,Female,7371.0,72.0,159.0,7.8,3430.0,6.0,73.0,Moderate,Sad
51.0,,5571.0,86.0,101.0,6.9,2967.0,1.0,100.0,Moderate,Sad
27.0,Female,14124.0,49.0,138.0,8.2,4000.0,5.0,75.0,Intense,Happy
25.0,Female,7221.0,75.0,116.0,6.1,3713.0,6.0,68.0,Sedentary,Happy
29.0,Male,10101.0,76.0,131.0,7.4,4000.0,9.0,53.0,Intense,Happy
23.0,Male,8796.0,59.0,86.0,10.0,4000.0,3.0,85.0,Moderate,Happy
36.0,Female,1000.0,64.0,113.0,4.3,1850.0,5.0,79.0,Intense,Happy
,Female,6887.0,65.0,129.0,11.1,3666.0,6.0,79.0,Moderate,Neutral
38.0,Male,4541.0,61.0,128.0,8.5,2870.0,4.0,65.0,Intense,Happy
31.0,Female,10930.0,62.0,142.0,6.5,4000.0,3.0,89.0,,Happy
31.0,Female,4200.0,91.0,97.0,4.8,2630.0,0.0,96.0,Intense,Neutral
18.0,Male,9484.0,65.0,128.0,4.3,4000.0,7.0,61.0,Sedentary,Neutral
45.0,Female,10989.0,69.0,123.0,5.1,4000.0,5.0,70.0,Moderate,Happy
34.0,Male,8841.0,67.0,117.0,7.6,4000.0,6.0,62.0,Moderate,Happy
32.0,Male,8011.0,65.0,120.0,6.4,3999.0,2.0,92.0,Sedentary,Neutral
70.0,Female,6812.0,56.0,111.0,7.5,3488.0,3.0,85.0,Sedentary,Happy
38.0,Female,7629.0,72.0,105.0,8.1,3769.0,7.0,68.0,Sedentary,Neutral
25.0,Male,3979.0,64.0,128.0,7.5,2864.0,7.0,66.0,Sedentary,Neutral
29.0,Female,8533.0,52.0,133.0,4.7,4000.0,9.0,51.0,Moderate,Happy
48.0,Male,11154.0,66.0,121.0,7.2,4000.0,4.0,74.0,Sedentary,Neutral
36.0,Male,5382.0,67.0,123.0,7.2,3104.0,6.0,64.0,Moderate,Neutral
18.0,Male,8055.0,74.0,122.0,4.8,4000.0,4.0,79.0,Sedentary,Happy
46.0,Male,7689.0,54.0,147.0,3.5,3966.0,6.0,73.0,Sedentary,
26.0,Male,8937.0,64.0,100.0,7.2,4000.0,7.0,67.0,Moderate,Happy
57.0,Female,6390.0,59.0,124.0,7.2,3527.0,9.0,49.0,Intense,Happy
47.0,Male,3474.0,58.0,116.0,6.5,2415.0,8.0,57.0,Moderate,Neutral
29.0,Male,4639.0,66.0,112.0,,2799.0,7.0,74.0,Intense,Neutral
50.0,Female,1044.0,61.0,136.0,3.6,1893.0,0.0,100.0,Sedentary,
35.0,Male,10328.0,69.0,126.0,7.1,4000.0,1.0,92.0,,Neutral
45.0,Female,9192.0,57.0,117.0,7.4,4000.0,0.0,100.0,Intense,Neutral
40.0,Male,7956.0,63.0,132.0,6.8,3845.0,8.0,61.0,Intense,Happy
24.0,Male,5908.0,67.0,108.0,8.7,3328.0,1.0,85.0,Sedentary,Neutral
27.0,Female,7513.0,68.0,142.0,5.6,3685.0,10.0,47.0,Moderate,Neutral
47.0,Male,7914.0,66.0,124.0,7.0,3986.0,4.0,77.0,Moderate,Neutral
30.0,Male,6436.0,64.0,131.0,7.7,3573.0,8.0,58.0,Sedentary,Sad
30.0,Male,6550.0,60.0,109.0,8.2,3325.0,6.0,66.0,Sedentary,Happy
23.0,Male,11928.0,77.0,111.0,5.9,4000.0,8.0,67.0,Sedentary,Neutral
40.0,Female,4247.0,66.0,124.0,6.8,2650.0,5.0,74.0,Moderate,Neutral
59.0,Male,10978.0,55.0,98.0,7.9,4000.0,10.0,52.0,Sedentary,Neutral
22.0,Female,3154.0,49.0,142.0,6.5,2218.0,5.0,75.0,Sedentary,Sad
35.0,Female,12823.0,74.0,114.0,9.2,4000.0,2.0,88.0,Sedentary,Sad
51.0,Male,1000.0,54.0,132.0,5.0,1893.0,6.0,73.0,Sedentary,Happy
34.0,Female,9396.0,66.0,130.0,7.2,4000.0,1.0,97.0,Sedentary,Neutral
40.0,Female,6023.0,55.0,144.0,7.3,3291.0,5.0,72.0,Sedentary,Neutral
22.0,Female,7498.0,66.0,105.0,5.1,3616.0,9.0,61.0,Sedentary,Neutral
40.0,Male,7594.0,67.0,124.0,7.0,3757.0,5.0,75.0,,Neutral
32.0,Female,9816.0,71.0,130.0,6.6,4000.0,5.0,82.0,Moderate,Happy
46.0,Male,2115.0,64.0,101.0,6.5,2027.0,7.0,71.0,Intense,Neutral
49.0,Female,7907.0,64.0,114.0,5.1,3863.0,8.0,54.0,Moderate,Happy
66.0,Male,8555.0,56.0,122.0,6.1,4000.0,3.0,96.0,Sedentary,Happy
41.0,Female,6016.0,62.0,113.0,8.4,3265.0,6.0,70.0,Moderate,Sad
38.0,Male,7666.0,65.0,87.0,7.5,3893.0,,100.0,Sedentary,Neutral
37.0,Female,6007.0,65.0,94.0,3.0,3419.0,4.0,86.0,Moderate,Neutral
30.0,Male,9664.0,63.0,152.0,7.0,4000.0,5.0,81.0,Sedentary,Neutral
39.0,Female,9091.0,56.0,138.0,8.0,4000.0,0.0,97.0,Moderate,Neutral
31.0,Female,8650.0,54.0,129.0,5.3,4000.0,8.0,61.0,Sedentary,Neutral
37.0,Male,9987.0,77.0,118.0,4.9,4000.0,10.0,58.0,Intense,Neutral
50.0,Female,11741.0,69.0,110.0,7.2,4000.0,5.0,71.0,Moderate,Neutral
22.0,Male,5025.0,83.0,126.0,7.3,2940.0,8.0,63.0,Moderate,Neutral
48.0,Other,14666.0,68.0,105.0,4.8,4000.0,4.0,72.0,Moderate,Neutral
50.0,Other,9179.0,70.0,135.0,7.9,4000.0,4.0,87.0,Moderate,Happy
33.0,Male,6496.0,57.0,128.0,7.0,3549.0,5.0,73.0,Sedentary,Neutral
18.0,Female,14898.0,76.0,121.0,5.5,4000.0,8.0,59.0,Sedentary,Neutral
27.0,Male,6754.0,50.0,115.0,6.7,3420.0,5.0,70.0,Sedentary,Happy
50.0,Male,4366.0,70.0,115.0,7.9,2815.0,5.0,75.0,Sedentary,Happy
34.0,Male,6470.0,65.0,124.0,5.1,3333.0,1.0,92.0,Intense,Happy
23.0,Male,6326.0,76.0,102.0,5.5,3396.0,4.0,86.0,Intense,Neutral
28.0,Female,11254.0,63.0,155.0,10.5,4000.0,0.0,94.0,Intense,Happy
45.0,Male,7661.0,65.0,113.0,7.9,3783.0,8.0,56.0,Sedentary,Neutral
41.0,Female,8300.0,,102.0,7.0,4000.0,10.0,49.0,Sedentary,Neutral
32.0,Male,8190.0,49.0,132.0,4.0,4000.0,2.0,91.0,Moderate,Neutral
30.0,Other,11498.0,67.0,113.0,5.5,,7.0,70.0,Sedentary,Neutral
30.0,Male,7032.0,74.0,112.0,7.9,3629.0,5.0,69.0,Moderate,Sad
23.0,Male,7384.0,67.0,120.0,3.5,3667.0,8.0,53.0,Sedentary,Neutral
54.0,Female,5933.0,63.0,112.0,8.6,3343.0,9.0,62.0,Intense,Sad
31.0,Female,6737.0,67.0,111.0,4.7,3502.0,2.0,91.0,Intense,Neutral
49.0,Female,9575.0,66.0,117.0,8.3,4000.0,3.0,83.0,Intense,Sad
53.0,Female,10185.0,70.0,,9.4,4000.0,4.0,82.0,Sedentary,Neutral
46.0,Male,13099.0,57.0,117.0,8.4,4000.0,1.0,100.0,Moderate,Neutral
29.0,Male,7687.0,67.0,117.0,6.2,3867.0,6.0,68.0,Sedentary,Neutral
39.0,Female,7208.0,56.0,136.0,7.6,3469.0,10.0,45.0,Sedentary,Happy
34.0,Male,9191.0,73.0,90.0,8.1,4000.0,1.0,97.0,Sedentary,Neutral
24.0,Male,6593.0,56.0,129.0,6.6,3393.0,6.0,80.0,Sedentary,Happy
38.0,Female,6077.0,63.0,130.0,6.2,3252.0,5.0,73.0,Sedentary,Sad
20.0,Female,8970.0,69.0,121.0,8.5,4000.0,6.0,69.0,Moderate,Sad
49.0,Female,6824.0,54.0,114.0,7.0,3438.0,8.0,58.0,Moderate,Happy
29.0,Male,7131.0,58.0,120.0,5.5,3776.0,3.0,85.0,Moderate,Neutral
37.0,Female,9817.0,82.0,115.0,5.4,4000.0,1.0,100.0,Sedentary,Neutral
38.0,Male,8930.0,72.0,123.0,7.4,4000.0,5.0,76.0,Moderate,Neutral
31.0,Male,14001.0,67.0,116.0,6.2,4000.0,2.0,89.0,Intense,Neutral
42.0,Female,10765.0,70.0,136.0,8.0,4000.0,4.0,88.0,Moderate,Happy
29.0,Female,5697.0,51.0,114.0,7.2,2983.0,5.0,80.0,Sedentary,Happy
45.0,Female,6800.0,70.0,117.0,5.6,3595.0,8.0,58.0,Sedentary,Sad
18.0,Male,3881.0,80.0,131.0,5.9,2629.0,6.0,60.0,Sedentary,Neutral
36.0,Female,5081.0,61.0,130.0,5.0,3103.0,4.0,85.0,Sedentary,Sad
58.0,Male,11786.0,79.0,122.0,7.9,4000.0,1.0,91.0,Intense,Happy
22.0,Female,7166.0,61.0,115.0,7.3,3724.0,10.0,54.0,Sedentary,Neutral
26.0,Male,3841.0,65.0,117.0,7.8,2542.0,0.0,96.0,Sedentary,Neutral
41.0,Male,2158.0,54.0,162.0,10.1,2002.0,7.0,62.0,Moderate,Neutral
37.0,Male,3584.0,68.0,134.0,6.8,2562.0,0.0,100.0,Intense,Sad
39.0,Male,5592.0,66.0,126.0,7.0,3308.0,5.0,72.0,Moderate,Happy
40.0,Female,,63.0,119.0,7.5,3842.0,2.0,97.0,Sedentary,Neutral
42.0,Female,6810.0,58.0,142.0,5.1,3532.0,0.0,98.0,Sedentary,Neutral
48.0,Male,10095.0,66.0,88.0,5.2,4000.0,8.0,61.0,Moderate,Neutral
39.0,Female,5192.0,59.0,131.0,6.5,3126.0,4.0,79.0,Moderate,Neutral
32.0,Female,11679.0,73.0,122.0,4.5,4000.0,3.0,85.0,,Neutral
43.0,Female,7590.0,67.0,123.0,7.5,3957.0,4.0,85.0,Sedentary,Happy
57.0,Male,9374.0,61.0,139.0,7.2,4000.0,7.0,64.0,Moderate,Neutral
33.0,Other,6439.0,73.0,143.0,,3361.0,3.0,84.0,Moderate,Neutral
23.0,Male,11050.0,61.0,120.0,5.0,4000.0,8.0,61.0,Sedentary,Happy
48.0,Female,4018.0,72.0,119.0,4.7,2702.0,9.0,44.0,Sedentary,Neutral
33.0,Female,4298.0,,106.0,8.3,2871.0,4.0,78.0,Sedentary,Sad
18.0,Male,5091.0,49.0,118.0,4.9,2901.0,6.0,70.0,Sedentary,Neutral
45.0,Female,11527.0,69.0,143.0,6.3,4000.0,4.0,,Moderate,Sad
28.0,Male,7288.0,64.0,115.0,5.9,3512.0,1.0,82.0,Sedentary,Happy
33.0,Male,5154.0,69.0,91.0,7.3,2980.0,8.0,50.0,Sedentary,Sad
38.0,Male,7410.0,66.0,104.0,8.3,3783.0,9.0,59.0,Moderate,Neutral
37.0,Other,8515.0,66.0,113.0,6.1,4000.0,5.0,73.0,Intense,Sad
,Female,4768.0,65.0,108.0,9.8,3172.0,2.0,94.0,Intense,Neutral
29.0,Male,8478.0,88.0,129.0,7.0,3974.0,2.0,85.0,Sedentary,Sad
41.0,Male,7591.0,69.0,126.0,6.7,3900.0,0.0,100.0,Moderate,Neutral
31.0,Male,6482.0,50.0,135.0,5.9,3443.0,6.0,75.0,Moderate,Neutral
43.0,Female,4200.0,52.0,115.0,6.9,2750.0,3.0,75.0,Sedentary,Neutral
42.0,Female,10665.0,68.0,123.0,8.4,4000.0,2.0,83.0,Intense,Neutral
23.0,Other,6593.0,60.0,105.0,9.8,3693.0,3.0,85.0,Sedentary,Neutral
48.0,Female,1000.0,73.0,115.0,7.3,1950.0,0.0,100.0,Moderate,Neutral
28.0,Female,9068.0,67.0,120.0,5.4,4000.0,5.0,74.0,Moderate,Neutral
,Male,9142.0,68.0,121.0,6.7,4000.0,7.0,59.0,Sedentary,Sad
39.0,Male,10798.0,57.0,133.0,3.0,4000.0,9.0,55.0,Sedentary,Happy
57.0,Female,9239.0,69.0,126.0,8.4,4000.0,3.0,90.0,Moderate,Sad
32.0,Female,8415.0,66.0,118.0,7.5,4000.0,10.0,43.0,Moderate,Happy
30.0,Female,6539.0,57.0,151.0,7.5,3529.0,10.0,60.0,Sedentary,Sad
34.0,Male,6548.0,57.0,105.0,5.4,3591.0,5.0,75.0,Intense,Neutral
31.0,Male,10027.0,78.0,133.0,4.3,4000.0,6.0,67.0,Intense,Neutral
44.0,Male,7529.0,69.0,120.0,6.0,3812.0,5.0,68.0,Sedentary,Neutral
18.0,Other,3688.0,61.0,127.0,5.7,2646.0,0.0,100.0,Moderate,Sad
22.0,Female,6967.0,60.0,103.0,6.3,3570.0,2.0,95.0,Intense,Happy
22.0,Male,7837.0,65.0,103.0,8.3,3762.0,2.0,85.0,Moderate,Neutral
46.0,Female,2028.0,67.0,115.0,7.7,2095.0,1.0,100.0,Sedentary,Neutral
55.0,Male,10240.0,54.0,119.0,10.5,4000.0,6.0,65.0,Intense,Neutral
33.0,Male,8001.0,64.0,103.0,5.3,3786.0,8.0,57.0,Sedentary,Happy
32.0,Male,3911.0,48.0,112.0,7.4,2660.0,2.0,84.0,Intense,Neutral
35.0,Female,7107.0,64.0,124.0,7.1,3390.0,6.0,71.0,Intense,Happy
48.0,Female,7693.0,76.0,110.0,8.6,3617.0,5.0,75.0,Moderate,Sad
23.0,Female,10837.0,54.0,144.0,9.4,4000.0,5.0,77.0,Moderate,Happy
37.0,Female,10751.0,63.0,111.0,3.6,4000.0,2.0,93.0,Sedentary,Happy
46.0,Male,11234.0,63.0,118.0,7.8,4000.0,1.0,78.0,Intense,Sad
41.0,Male,9127.0,56.0,116.0,9.5,4000.0,1.0,93.0,Intense,Neutral
37.0,Female,6039.0,61.0,101.0,6.1,3184.0,9.0,53.0,Intense,Neutral
47.0,Female,5278.0,54.0,119.0,7.4,3143.0,2.0,93.0,Sedentary,Sad
18.0,Male,5897.0,57.0,107.0,7.3,3477.0,2.0,89.0,Moderate,Neutral
43.0,Male,7802.0,66.0,137.0,4.1,3706.0,2.0,88.0,Intense,Happy
27.0,Male,7924.0,68.0,121.0,8.2,3748.0,4.0,88.0,Moderate,Sad
18.0,Male,11086.0,62.0,117.0,9.2,4000.0,4.0,79.0,Moderate,Happy
41.0,Male,7236.0,75.0,114.0,9.0,3907.0,0.0,100.0,Sedentary,Neutral
51.0,Female,1928.0,70.0,136.0,7.0,2060.0,5.0,82.0,Sedentary,Neutral
33.0,Female,4422.0,80.0,121.0,8.0,2901.0,7.0,66.0,Moderate,Happy
46.0,Male,5072.0,,103.0,9.9,2889.0,,83.0,Sedentary,Neutral
54.0,Female,5069.0,56.0,132.0,6.7,3113.0,6.0,68.0,Sedentary,Happy
50.0,Female,1000.0,63.0,130.0,5.3,1916.0,3.0,82.0,Moderate,Neutral
54.0,Male,12708.0,81.0,106.0,7.3,4000.0,6.0,74.0,Intense,Happy
43.0,Female,1452.0,56.0,115.0,6.0,1775.0,4.0,82.0,Sedentary,Happy
35.0,Male,6278.0,71.0,151.0,7.9,3556.0,3.0,78.0,Intense,Sad
18.0,Female,9975.0,56.0,124.0,10.2,4000.0,5.0,66.0,Sedentary,Neutral
32.0,Male,9769.0,62.0,176.0,8.5,4000.0,8.0,64.0,Sedentary,Happy
24.0,Male,3590.0,60.0,140.0,7.7,2560.0,5.0,76.0,Intense,Sad
61.0,Female,11620.0,57.0,157.0,8.1,4000.0,5.0,68.0,Moderate,Happy
32.0,Male,11183.0,71.0,109.0,5.7,4000.0,4.0,82.0,Sedentary,Sad
36.0,Male,7455.0,76.0,156.0,7.4,3741.0,5.0,79.0,Moderate,Neutral
41.0,Male,8081.0,72.0,101.0,5.5,3854.0,8.0,53.0,Intense,Happy
35.0,Male,5258.0,65.0,117.0,5.7,3048.0,8.0,59.0,Moderate,Neutral
55.0,Female,8757.0,53.0,109.0,7.2,,9.0,56.0,Sedentary,Happy
27.0,Male,8678.0,66.0,120.0,4.4,4000.0,6.0,81.0,Sedentary,Sad
37.0,Male,6539.0,70.0,129.0,4.0,3509.0,0.0,99.0,Moderate,Happy
26.0,Male,9936.0,64.0,118.0,10.4,4000.0,8.0,60.0,Intense,Neutral
19.0,Male,8994.0,75.0,124.0,7.1,4000.0,10.0,48.0,Moderate,Sad
27.0,Female,17639.0,63.0,115.0,7.7,4000.0,4.0,71.0,Moderate,Neutral
34.0,Male,5295.0,60.0,128.0,8.4,2952.0,6.0,70.0,Intense,Sad
29.0,Female,11998.0,72.0,126.0,7.4,4000.0,3.0,78.0,Sedentary,Neutral
26.0,Female,,71.0,115.0,8.1,3202.0,,74.0,Intense,Neutral
18.0,Male,9582.0,76.0,116.0,7.5,4000.0,6.0,58.0,Moderate,Happy
34.0,Female,1000.0,69.0,101.0,8.6,,8.0,46.0,Moderate,Happy
18.0,Female,6462.0,,122.0,8.1,3467.0,5.0,75.0,Sedentary,Happy
44.0,Male,9416.0,45.0,127.0,8.1,4000.0,2.0,81.0,Sedentary,Sad
35.0,Male,8719.0,51.0,134.0,8.0,4000.0,8.0,65.0,Intense,Happy
18.0,Male,1984.0,,102.0,5.1,2126.0,10.0,52.0,Sedentary,Sad
31.0,Male,6764.0,75.0,107.0,6.5,3341.0,8.0,57.0,Intense,Happy
25.0,Male,12430.0,74.0,128.0,6.3,4000.0,9.0,54.0,Sedentary,Neutral
38.0,Female,11086.0,61.0,128.0,8.3,4000.0,0.0,100.0,Moderate,Sad
51.0,Female,10881.0,71.0,132.0,8.6,4000.0,5.0,69.0,Sedentary,Neutral
18.0,Female,15056.0,53.0,156.0,7.9,4000.0,2.0,82.0,Moderate,Neutral
36.0,Female,2765.0,74.0,102.0,5.3,2540.0,6.0,63.0,Sedentary,Happy
33.0,Female,6816.0,62.0,109.0,6.8,3690.0,7.0,70.0,Intense,Happy
43.0,Female,8093.0,70.0,123.0,5.6,3944.0,5.0,70.0,Sedentary,Neutral
37.0,Other,5806.0,69.0,121.0,8.1,3271.0,7.0,65.0,Intense,Happy
25.0,Male,8374.0,68.0,125.0,8.9,4000.0,9.0,56.0,Moderate,Neutral
31.0,Male,11902.0,55.0,144.0,6.0,4000.0,9.0,50.0,Sedentary,Happy
25.0,Male,8330.0,60.0,154.0,7.5,4000.0,4.0,77.0,Sedentary,Neutral
47.0,Female,1388.0,73.0,108.0,8.1,2116.0,5.0,66.0,Intense,Neutral
35.0,Male,10030.0,69.0,130.0,6.8,4000.0,4.0,64.0,Intense,Neutral
57.0,Male,7955.0,56.0,142.0,7.6,3904.0,0.0,100.0,Moderate,Neutral
34.0,Female,1462.0,68.0,111.0,8.3,2037.0,5.0,77.0,Moderate,Neutral
26.0,Female,6153.0,56.0,123.0,6.2,3164.0,6.0,70.0,Moderate,Sad
18.0,Other,2792.0,54.0,115.0,7.2,2293.0,1.0,94.0,Intense,Sad
18.0,Female,7136.0,60.0,96.0,6.9,3616.0,5.0,72.0,Intense,Sad
18.0,Male,6488.0,64.0,108.0,9.5,3374.0,9.0,52.0,Intense,Sad
38.0,Female,3424.0,55.0,117.0,5.1,2740.0,9.0,46.0,Moderate,Happy
41.0,Female,8753.0,,141.0,5.6,4000.0,7.0,60.0,Intense,Sad
18.0,Female,4751.0,59.0,125.0,7.9,2976.0,5.0,74.0,Moderate,Neutral
45.0,Female,11972.0,64.0,125.0,5.3,4000.0,7.0,69.0,Intense,Happy
29.0,Male,8504.0,68.0,118.0,6.6,4000.0,0.0,96.0,Intense,Neutral
36.0,Male,7217.0,79.0,123.0,6.3,3676.0,0.0,100.0,Sedentary,Happy
54.0,Female,11762.0,69.0,124.0,9.7,4000.0,3.0,88.0,Moderate,Neutral
45.0,Male,8780.0,62.0,93.0,7.9,3971.0,10.0,50.0,Intense,Neutral
31.0,Male,9039.0,57.0,129.0,5.5,4000.0,5.0,86.0,Moderate,Happy
24.0,Female,7804.0,54.0,119.0,8.6,3895.0,3.0,88.0,Intense,Sad
18.0,Male,7058.0,57.0,138.0,8.5,3646.0,5.0,70.0,Intense,Happy
26.0,Female,9212.0,63.0,106.0,6.0,4000.0,3.0,80.0,Intense,Happy
32.0,Male,12572.0,74.0,145.0,6.7,4000.0,9.0,57.0,Sedentary,Neutral
23.0,Male,1000.0,63.0,107.0,9.1,1638.0,2.0,88.0,Intense,Neutral
33.0,Other,13604.0,60.0,137.0,7.2,4000.0,2.0,92.0,Moderate,Sad
35.0,Male,4975.0,65.0,113.0,3.0,2828.0,2.0,81.0,Intense,Neutral
32.0,Female,8577.0,78.0,129.0,4.1,4000.0,7.0,60.0,Moderate,Happy
27.0,Male,2848.0,58.0,139.0,3.0,2271.0,8.0,60.0,Intense,Sad
37.0,Female,12474.0,68.0,128.0,6.6,4000.0,0.0,100.0,Moderate,Happy
40.0,Male,3851.0,62.0,116.0,7.1,2709.0,8.0,60.0,Sedentary,Neutral
21.0,Female,11366.0,66.0,112.0,8.0,4000.0,1.0,90.0,Moderate,Neutral
51.0,Male,7276.0,70.0,115.0,7.7,3674.0,8.0,67.0,Sedentary,Happy
33.0,Female,7511.0,75.0,102.0,5.6,3811.0,4.0,78.0,Sedentary,Neutral
35.0,Male,4222.0,64.0,123.0,7.1,2683.0,7.0,62.0,Sedentary,Happy
43.0,Male,11657.0,74.0,139.0,7.0,4000.0,1.0,96.0,Intense,Neutral
37.0,Female,7557.0,68.0,136.0,6.4,3762.0,8.0,60.0,Moderate,Sad
46.0,Female,,54.0,139.0,9.8,4000.0,6.0,69.0,Moderate,Neutral
38.0,Female,1801.0,63.0,131.0,5.3,2043.0,0.0,95.0,Moderate,Happy
27.0,Female,5326.0,83.0,92.0,7.4,3018.0,7.0,65.0,Intense,Sad
39.0,Male,8752.0,64.0,114.0,5.5,4000.0,9.0,49.0,Sedentary,Neutral
21.0,Male,3266.0,62.0,128.0,4.8,2595.0,5.0,68.0,Sedentary,Neutral
36.0,Female,9083.0,62.0,113.0,5.1,4000.0,1.0,95.0,Sedentary,Neutral
34.0,Male,6014.0,61.0,115.0,7.3,3230.0,1.0,92.0,Intense,Neutral
32.0,Male,5666.0,53.0,123.0,4.8,3327.0,4.0,74.0,Sedentary,Happy
33.0,Female,9538.0,46.0,120.0,5.1,4000.0,9.0,59.0,Moderate,Happy
18.0,Male,8512.0,58.0,130.0,8.3,3885.0,5.0,81.0,Sedentary,Neutral
28.0,Female,4627.0,62.0,108.0,7.4,2841.0,8.0,56.0,Intense,Happy
36.0,Male,11369.0,69.0,81.0,8.6,4000.0,10.0,53.0,Sedentary,Neutral
36.0,Female,9516.0,62.0,104.0,6.4,4000.0,8.0,63.0,Moderate,Happy
22.0,Male,1956.0,66.0,139.0,7.3,1976.0,3.0,78.0,Sedentary,Neutral
50.0,Male,7090.0,55.0,121.0,7.0,3552.0,,96.0,,Sad
24.0,Female,,51.0,115.0,6.7,4000.0,3.0,87.0,Sedentary,Happy
46.0,Male,7666.0,67.0,139.0,7.9,3679.0,7.0,55.0,Moderate,Neutral
40.0,Male,1000.0,70.0,98.0,5.2,1949.0,5.0,74.0,Sedentary,Neutral
27.0,Female,8190.0,72.0,135.0,6.2,3877.0,7.0,67.0,Moderate,Neutral
56.0,Female,10272.0,74.0,127.0,9.2,4000.0,2.0,92.0,Intense,Happy
20.0,Male,7755.0,75.0,133.0,6.1,3946.0,10.0,50.0,Moderate,Happy
46.0,Male,8166.0,70.0,127.0,9.7,3937.0,6.0,74.0,Sedentary,Neutral
47.0,,11059.0,60.0,133.0,6.7,4000.0,6.0,68.0,Moderate,Happy
26.0,Male,3247.0,67.0,127.0,8.5,2499.0,10.0,46.0,Moderate,Neutral
51.0,Female,10209.0,62.0,125.0,6.5,4000.0,1.0,92.0,Sedentary,Happy
31.0,Male,9018.0,63.0,126.0,4.7,4000.0,5.0,77.0,Sedentary,Neutral
38.0,Female,3129.0,68.0,103.0,8.1,2384.0,9.0,61.0,Moderate,Sad
38.0,Male,10093.0,,108.0,6.6,4000.0,4.0,78.0,Sedentary,Sad
33.0,Male,13418.0,71.0,159.0,9.4,4000.0,2.0,88.0,Intense,Neutral
44.0,Male,9001.0,64.0,109.0,7.9,4000.0,7.0,67.0,Sedentary,Neutral
44.0,Male,9663.0,65.0,104.0,6.4,4000.0,6.0,76.0,Sedentary,Neutral
18.0,Male,4803.0,67.0,113.0,8.3,2956.0,0.0,98.0,Moderate,Happy
50.0,Male,6144.0,74.0,110.0,4.5,3272.0,8.0,55.0,Moderate,Happy
18.0,Female,4946.0,79.0,104.0,7.2,3042.0,9.0,53.0,Moderate,Happy
47.0,Male,9187.0,66.0,130.0,8.4,4000.0,10.0,43.0,Sedentary,Happy
48.0,Other,6446.0,63.0,116.0,6.3,3508.0,8.0,59.0,Moderate,Happy
21.0,Male,6260.0,66.0,101.0,6.2,3477.0,0.0,95.0,Intense,Sad
